,DrugBank ID,Drug name,UniProt ID,UniProt Name
1090,DB00590,Doxazosin,P35368,Alpha-1B adrenergic receptor
1091,DB01142,Doxepin,P35367,Histamine H1 receptor
1092,DB01142,Doxepin,P25021,Histamine H2 receptor
1093,DB01142,Doxepin,P23975,Sodium-dependent noradrenaline transporter
1094,DB01142,Doxepin,P31645,Sodium-dependent serotonin transporter
1095,DB01142,Doxepin,P28223,5-hydroxytryptamine receptor 2A
1096,DB01142,Doxepin,P41595,5-hydroxytryptamine receptor 2B
1097,DB01142,Doxepin,P28335,5-hydroxytryptamine receptor 2C
1098,DB01142,Doxepin,P11229,Muscarinic acetylcholine receptor M1
1099,DB01142,Doxepin,P08172,Muscarinic acetylcholine receptor M2
1100,DB01142,Doxepin,P20309,Muscarinic acetylcholine receptor M3
1101,DB01142,Doxepin,P08173,Muscarinic acetylcholine receptor M4
1102,DB01142,Doxepin,P08912,Muscarinic acetylcholine receptor M5
1103,DB01142,Doxepin,P35348,Alpha-1A adrenergic receptor
1104,DB01142,Doxepin,P35368,Alpha-1B adrenergic receptor
1105,DB01142,Doxepin,P25100,Alpha-1D adrenergic receptor
1106,DB01142,Doxepin,P08908,5-hydroxytryptamine receptor 1A
1107,DB01142,Doxepin,P50406,5-hydroxytryptamine receptor 6
1108,DB01142,Doxepin,Q9H3N8,Histamine H4 receptor
1109,DB01142,Doxepin,Q12809,Potassium voltage-gated channel subfamily H member 2
1110,DB00997,Doxorubicin,P11388,DNA topoisomerase 2-alpha
1111,DB00997,Doxorubicin,Q14978,Nucleolar and coiled-body phosphoprotein 1
1112,DB00366,Doxylamine,P35367,Histamine H1 receptor
1113,DB00366,Doxylamine,P11229,Muscarinic acetylcholine receptor M1
1114,DB00366,Doxylamine,P08172,Muscarinic acetylcholine receptor M2
1115,DB00366,Doxylamine,P20309,Muscarinic acetylcholine receptor M3
1116,DB00366,Doxylamine,P08173,Muscarinic acetylcholine receptor M4
1117,DB00366,Doxylamine,P08912,Muscarinic acetylcholine receptor M5
1118,DB00366,Doxylamine,Q14994,Nuclear receptor subfamily 1 group I member 3
1119,DB01395,Drospirenone,P06401,Progesterone receptor
1120,DB01395,Drospirenone,P08235,Mineralocorticoid receptor
1121,DB01395,Drospirenone,P10275,Androgen receptor
1122,DB01395,Drospirenone,P04150,Glucocorticoid receptor
1123,DB00476,Duloxetine,P31645,Sodium-dependent serotonin transporter
1124,DB00476,Duloxetine,P23975,Sodium-dependent noradrenaline transporter
1125,DB00476,Duloxetine,Q01959,Sodium-dependent dopamine transporter
1126,DB00651,Dyphylline,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
1127,DB00651,Dyphylline,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A"
1128,DB00651,Dyphylline,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
1129,DB00651,Dyphylline,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
1130,DB00651,Dyphylline,P30542,Adenosine receptor A1
1131,DB00651,Dyphylline,P29274,Adenosine receptor A2a
1132,DB00216,Eletriptan,P28221,5-hydroxytryptamine receptor 1D
1133,DB00216,Eletriptan,P28222,5-hydroxytryptamine receptor 1B
1134,DB00216,Eletriptan,P30939,5-hydroxytryptamine receptor 1F
1135,DB00216,Eletriptan,P08908,5-hydroxytryptamine receptor 1A
1136,DB00584,Enalapril,P12821,Angiotensin-converting enzyme
1137,DB01228,Encainide,Q14524,Sodium channel protein type 5 subunit alpha
1138,DB01225,Enoxaparin,P01008,Antithrombin-III
1139,DB01225,Enoxaparin,P00742,Coagulation factor X
1140,DB00494,Entacapone,P21964,Catechol O-methyltransferase
1141,DB01364,Ephedrine,P23975,Sodium-dependent noradrenaline transporter
1142,DB01364,Ephedrine,P35348,Alpha-1A adrenergic receptor
1143,DB01364,Ephedrine,P08588,Beta-1 adrenergic receptor
1144,DB01364,Ephedrine,P07550,Beta-2 adrenergic receptor
1145,DB00668,Epinephrine,P35348,Alpha-1A adrenergic receptor
1146,DB00668,Epinephrine,P35368,Alpha-1B adrenergic receptor
1147,DB00668,Epinephrine,P08588,Beta-1 adrenergic receptor
1148,DB00668,Epinephrine,P08913,Alpha-2A adrenergic receptor
1149,DB00668,Epinephrine,P07550,Beta-2 adrenergic receptor
1150,DB00668,Epinephrine,P18089,Alpha-2B adrenergic receptor
1151,DB00668,Epinephrine,P25100,Alpha-1D adrenergic receptor
1152,DB00668,Epinephrine,P01375,Tumor necrosis factor
1153,DB00445,Epirubicin,P11388,DNA topoisomerase 2-alpha
1154,DB01240,Epoprostenol,Q9H244,P2Y purinoceptor 12
1155,DB01240,Epoprostenol,P43119,Prostacyclin receptor
1156,DB01240,Epoprostenol,Q16647,Prostacyclin synthase
1157,DB00876,Eprosartan,P30556,Type-1 angiotensin II receptor
1158,DB00153,Ergocalciferol,P11473,Vitamin D3 receptor
1159,DB00153,Ergocalciferol,Q06432,Voltage-dependent calcium channel gamma-1 subunit
1160,DB00153,Ergocalciferol,Q9Y698,Voltage-dependent calcium channel gamma-2 subunit
1161,DB00153,Ergocalciferol,O60359,Voltage-dependent calcium channel gamma-3 subunit
1162,DB00153,Ergocalciferol,Q9UBN1,Voltage-dependent calcium channel gamma-4 subunit
1163,DB00153,Ergocalciferol,Q9UF02,Voltage-dependent calcium channel gamma-5 subunit
1164,DB00153,Ergocalciferol,Q9BXT2,Voltage-dependent calcium channel gamma-6 subunit
1165,DB00153,Ergocalciferol,P62955,Voltage-dependent calcium channel gamma-7 subunit
1166,DB00153,Ergocalciferol,Q8WXS5,Voltage-dependent calcium channel gamma-8 subunit
1167,DB00153,Ergocalciferol,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
1168,DB00153,Ergocalciferol,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2
1169,DB00153,Ergocalciferol,Q8IZS8,Voltage-dependent calcium channel subunit alpha-2/delta-3
1170,DB00153,Ergocalciferol,Q7Z3S7,Voltage-dependent calcium channel subunit alpha-2/delta-4
1171,DB00153,Ergocalciferol,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
1172,DB00153,Ergocalciferol,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
1173,DB00153,Ergocalciferol,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
1174,DB00153,Ergocalciferol,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
1175,DB00153,Ergocalciferol,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
1176,DB00153,Ergocalciferol,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
1177,DB00153,Ergocalciferol,P54284,Voltage-dependent L-type calcium channel subunit beta-3
1178,DB00153,Ergocalciferol,O00305,Voltage-dependent L-type calcium channel subunit beta-4
1179,DB00153,Ergocalciferol,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B
1180,DB00153,Ergocalciferol,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A
1181,DB00153,Ergocalciferol,Q15878,Voltage-dependent R-type calcium channel subunit alpha-1E
1182,DB00153,Ergocalciferol,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
1183,DB00153,Ergocalciferol,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
1184,DB00153,Ergocalciferol,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
1185,DB00696,Ergotamine,P28221,5-hydroxytryptamine receptor 1D
1186,DB00696,Ergotamine,P28222,5-hydroxytryptamine receptor 1B
1187,DB00696,Ergotamine,P28223,5-hydroxytryptamine receptor 2A
1188,DB00696,Ergotamine,P14416,D(2) dopamine receptor
1189,DB00696,Ergotamine,P35348,Alpha-1A adrenergic receptor
1190,DB00696,Ergotamine,P35368,Alpha-1B adrenergic receptor
1191,DB00696,Ergotamine,P25100,Alpha-1D adrenergic receptor
1192,DB00696,Ergotamine,P08913,Alpha-2A adrenergic receptor
1193,DB00696,Ergotamine,P21728,D(1A) dopamine receptor
1194,DB00696,Ergotamine,P21918,D(1B) dopamine receptor
1195,DB00696,Ergotamine,P08908,5-hydroxytryptamine receptor 1A
1196,DB00696,Ergotamine,P30939,5-hydroxytryptamine receptor 1F
1197,DB00696,Ergotamine,P28335,5-hydroxytryptamine receptor 2C
1198,DB00696,Ergotamine,P41595,5-hydroxytryptamine receptor 2B
1199,DB00696,Ergotamine,P18825,Alpha-2C adrenergic receptor
1200,DB00530,Erlotinib,P00533,Epidermal growth factor receptor
1201,DB00530,Erlotinib,O75469,Nuclear receptor subfamily 1 group I member 2
1202,DB00199,Erythromycin,Q12809,Potassium voltage-gated channel subfamily H member 2
1203,DB00199,Erythromycin,O43193,Motilin receptor
1204,DB01175,Escitalopram,P31645,Sodium-dependent serotonin transporter
1205,DB01175,Escitalopram,P11229,Muscarinic acetylcholine receptor M1
1206,DB01175,Escitalopram,P35367,Histamine H1 receptor
1207,DB01175,Escitalopram,P08908,5-hydroxytryptamine receptor 1A
1208,DB01175,Escitalopram,P28223,5-hydroxytryptamine receptor 2A
1209,DB01175,Escitalopram,P35348,Alpha-1A adrenergic receptor
1210,DB01175,Escitalopram,P35368,Alpha-1B adrenergic receptor
1211,DB01175,Escitalopram,P25100,Alpha-1D adrenergic receptor
1212,DB01175,Escitalopram,P28335,5-hydroxytryptamine receptor 2C
1213,DB01175,Escitalopram,P08913,Alpha-2A adrenergic receptor
1214,DB01175,Escitalopram,P18089,Alpha-2B adrenergic receptor
1215,DB01175,Escitalopram,P18825,Alpha-2C adrenergic receptor
1216,DB01175,Escitalopram,P14416,D(2) dopamine receptor
1217,DB01175,Escitalopram,P23975,Sodium-dependent noradrenaline transporter
1218,DB01175,Escitalopram,Q01959,Sodium-dependent dopamine transporter
1219,DB00187,Esmolol,P08588,Beta-1 adrenergic receptor
1220,DB00736,Esomeprazole,P20648,Potassium-transporting ATPase alpha chain 1
1221,DB00736,Esomeprazole,O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"
1222,DB00783,Estradiol,P03372,Estrogen receptor
1223,DB00783,Estradiol,Q92731,Estrogen receptor beta
1224,DB00783,Estradiol,O75469,Nuclear receptor subfamily 1 group I member 2
1225,DB00783,Estradiol,P43681,Neuronal acetylcholine receptor subunit alpha-4
1226,DB00783,Estradiol,Q99527,G-protein coupled estrogen receptor 1
1227,DB00783,Estradiol,P00846,ATP synthase subunit a
1228,DB00783,Estradiol,Q14457,Beclin-1
1229,DB01196,Estramustine,P03372,Estrogen receptor
1230,DB01196,Estramustine,Q92731,Estrogen receptor beta
1231,DB01196,Estramustine,P11137,Microtubule-associated protein 2
1232,DB01196,Estramustine,P78559,Microtubule-associated protein 1A
1233,DB00655,Estrone,P03372,Estrogen receptor
1234,DB00655,Estrone,Q92731,Estrogen receptor beta
1235,DB00655,Estrone,P10275,Androgen receptor
1236,DB00655,Estrone,P11511,Aromatase
1237,DB00655,Estrone,P04278,Sex hormone-binding globulin
1238,DB00898,Ethanol,P23415,Glycine receptor subunit alpha-1
1239,DB00898,Ethanol,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
1240,DB00898,Ethanol,P23416,Glycine receptor subunit alpha-2
1241,DB00898,Ethanol,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
1242,DB00898,Ethanol,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
1243,DB00898,Ethanol,P46098,5-hydroxytryptamine receptor 3A
1244,DB00898,Ethanol,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
1245,DB00898,Ethanol,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10
1246,DB00898,Ethanol,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
1247,DB00898,Ethanol,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
1248,DB00898,Ethanol,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
1249,DB00898,Ethanol,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
1250,DB00898,Ethanol,P42261,Glutamate receptor 1
1251,DB00898,Ethanol,Q06432,Voltage-dependent calcium channel gamma-1 subunit
1252,DB00898,Ethanol,Q15822,Neuronal acetylcholine receptor subunit alpha-2
1253,DB00898,Ethanol,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
1254,DB00898,Ethanol,P42262,Glutamate receptor 2
1255,DB00898,Ethanol,P48058,Glutamate receptor 4
1256,DB00898,Ethanol,P42263,Glutamate receptor 3
1257,DB00898,Ethanol,P43681,Neuronal acetylcholine receptor subunit alpha-4
1258,DB00898,Ethanol,P17787,Neuronal acetylcholine receptor subunit beta-2
1259,DB00898,Ethanol,P48549,G protein-activated inward rectifier potassium channel 1
1260,DB00898,Ethanol,P48051,G protein-activated inward rectifier potassium channel 2
1261,DB00898,Ethanol,P19320,Vascular cell adhesion protein 1
1262,DB00898,Ethanol,Q99808,Equilibrative nucleoside transporter 1
1263,DB00898,Ethanol,P48544,G protein-activated inward rectifier potassium channel 4
1264,DB00898,Ethanol,P36544,Neuronal acetylcholine receptor subunit alpha-7
1265,DB00898,Ethanol,Q9UGM1,Neuronal acetylcholine receptor subunit alpha-9
1266,DB00898,Ethanol,P18505,Gamma-aminobutyric acid receptor subunit beta-1
1267,DB00898,Ethanol,P28472,Gamma-aminobutyric acid receptor subunit beta-3
1268,DB00898,Ethanol,P47870,Gamma-aminobutyric acid receptor subunit beta-2
1269,DB00898,Ethanol,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
1270,DB00898,Ethanol,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
1271,DB00898,Ethanol,P30926,Neuronal acetylcholine receptor subunit beta-4
1272,DB00898,Ethanol,P32297,Neuronal acetylcholine receptor subunit alpha-3
1273,DB00898,Ethanol,P30532,Neuronal acetylcholine receptor subunit alpha-5
1274,DB00898,Ethanol,Q15825,Neuronal acetylcholine receptor subunit alpha-6
1275,DB00898,Ethanol,Q05901,Neuronal acetylcholine receptor subunit beta-3
1276,DB00898,Ethanol,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
1277,DB00898,Ethanol,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
1278,DB00898,Ethanol,P78334,Gamma-aminobutyric acid receptor subunit epsilon
1279,DB00898,Ethanol,O00591,Gamma-aminobutyric acid receptor subunit pi
1280,DB00898,Ethanol,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
1281,DB00898,Ethanol,O14764,Gamma-aminobutyric acid receptor subunit delta
1282,DB00898,Ethanol,Q14542,Equilibrative nucleoside transporter 2
1283,DB00898,Ethanol,A5X5Y0,5-hydroxytryptamine receptor 3E
1284,DB00898,Ethanol,O95264,5-hydroxytryptamine receptor 3B
1285,DB00898,Ethanol,Q70Z44,5-hydroxytryptamine receptor 3D
1286,DB00898,Ethanol,Q8WXA8,5-hydroxytryptamine receptor 3C
1287,DB00898,Ethanol,Q9Y698,Voltage-dependent calcium channel gamma-2 subunit
1288,DB00898,Ethanol,Q92806,G protein-activated inward rectifier potassium channel 3
1289,DB00898,Ethanol,P32004,Neural cell adhesion molecule L1
1290,DB00593,Ethosuximide,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
1291,DB00754,Ethotoin,Q14524,Sodium channel protein type 5 subunit alpha
1292,DB00754,Ethotoin,O75469,Nuclear receptor subfamily 1 group I member 2
1293,DB00749,Etodolac,P35354,Prostaglandin G/H synthase 2
1294,DB00749,Etodolac,P23219,Prostaglandin G/H synthase 1
1295,DB00749,Etodolac,P19793,Retinoic acid receptor RXR-alpha
1296,DB00773,Etoposide,P11388,DNA topoisomerase 2-alpha
1297,DB00773,Etoposide,Q02880,DNA topoisomerase 2-beta
1298,DB01590,Everolimus,P42345,Serine/threonine-protein kinase mTOR
1299,DB00990,Exemestane,P11511,Aromatase
1300,DB00927,Famotidine,P25021,Histamine H2 receptor
1301,DB00949,Felbamate,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
1302,DB00949,Felbamate,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
1303,DB01023,Felodipine,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
1304,DB01023,Felodipine,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
1305,DB01023,Felodipine,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
1306,DB01023,Felodipine,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
1307,DB01023,Felodipine,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
1308,DB01023,Felodipine,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
1309,DB01023,Felodipine,Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2
1310,DB01023,Felodipine,P0DP23,Calmodulin
1311,DB01023,Felodipine,Q01064,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
1312,DB01023,Felodipine,P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"
1313,DB01023,Felodipine,P08235,Mineralocorticoid receptor
1314,DB01023,Felodipine,P02585,"Troponin C, skeletal muscle"
1315,DB01023,Felodipine,P63316,"Troponin C, slow skeletal and cardiac muscles"
1316,DB01039,Fenofibrate,Q07869,Peroxisome proliferator-activated receptor alpha
1317,DB01039,Fenofibrate,Q9NPA2,Matrix metalloproteinase-25
1318,DB01039,Fenofibrate,O75469,Nuclear receptor subfamily 1 group I member 2
1319,DB00800,Fenoldopam,P21728,D(1A) dopamine receptor
1320,DB00800,Fenoldopam,P21918,D(1B) dopamine receptor
1321,DB00800,Fenoldopam,P08913,Alpha-2A adrenergic receptor
1322,DB00800,Fenoldopam,P18825,Alpha-2C adrenergic receptor
1323,DB00800,Fenoldopam,P18089,Alpha-2B adrenergic receptor
1324,DB00800,Fenoldopam,P35368,Alpha-1B adrenergic receptor
1325,DB00800,Fenoldopam,P25100,Alpha-1D adrenergic receptor
1326,DB00800,Fenoldopam,P35348,Alpha-1A adrenergic receptor
1327,DB00573,Fenoprofen,P23219,Prostaglandin G/H synthase 1
1328,DB00573,Fenoprofen,P35354,Prostaglandin G/H synthase 2
1329,DB00573,Fenoprofen,Q07869,Peroxisome proliferator-activated receptor alpha
1330,DB00573,Fenoprofen,P37231,Peroxisome proliferator-activated receptor gamma
1331,DB00813,Fentanyl,P35372,Mu-type opioid receptor
1332,DB00813,Fentanyl,P41143,Delta-type opioid receptor
1333,DB00813,Fentanyl,P41145,Kappa-type opioid receptor
1334,DB00813,Fentanyl,P08183,Multidrug resistance protein 1
1335,DB01216,Finasteride,P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2
1336,DB01216,Finasteride,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1
1337,DB01216,Finasteride,P51857,3-oxo-5-beta-steroid 4-dehydrogenase
1338,DB01148,Flavoxate,P11229,Muscarinic acetylcholine receptor M1
1339,DB01148,Flavoxate,P08172,Muscarinic acetylcholine receptor M2
1340,DB01195,Flecainide,Q14524,Sodium channel protein type 5 subunit alpha
1341,DB01195,Flecainide,P35499,Sodium channel protein type 4 subunit alpha
1342,DB01195,Flecainide,Q12809,Potassium voltage-gated channel subfamily H member 2
1343,DB01195,Flecainide,Q92736,Ryanodine receptor 2
1344,DB01099,Flucytosine,P26358,DNA (cytosine-5)-methyltransferase 1
1345,DB01099,Flucytosine,P12461,Thymidylate synthase
1346,DB01073,Fludarabine,P23921,Ribonucleoside-diphosphate reductase large subunit
1347,DB01073,Fludarabine,P09884,DNA polymerase alpha catalytic subunit
1348,DB01073,Fludarabine,P27707,Deoxycytidine kinase
1349,DB00687,Fludrocortisone,P08235,Mineralocorticoid receptor
1350,DB00687,Fludrocortisone,P04150,Glucocorticoid receptor
1351,DB00180,Flunisolide,P04150,Glucocorticoid receptor
1352,DB00324,Fluorometholone,P04150,Glucocorticoid receptor
1353,DB00544,Fluorouracil,P04818,Thymidylate synthase
1354,DB00472,Fluoxetine,P31645,Sodium-dependent serotonin transporter
1355,DB00472,Fluoxetine,P28335,5-hydroxytryptamine receptor 2C
1356,DB00472,Fluoxetine,Q15822,Neuronal acetylcholine receptor subunit alpha-2
1357,DB00472,Fluoxetine,P32297,Neuronal acetylcholine receptor subunit alpha-3
1358,DB00472,Fluoxetine,P30926,Neuronal acetylcholine receptor subunit beta-4
1359,DB00472,Fluoxetine,P61024,Cyclin-dependent kinases regulatory subunit 1
1360,DB00472,Fluoxetine,Q12809,Potassium voltage-gated channel subfamily H member 2
1361,DB01185,Fluoxymesterone,P10275,Androgen receptor
1362,DB01185,Fluoxymesterone,P03372,Estrogen receptor
1363,DB01185,Fluoxymesterone,P04150,Glucocorticoid receptor
1364,DB01185,Fluoxymesterone,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2
1365,DB00623,Fluphenazine,P14416,D(2) dopamine receptor
1366,DB00623,Fluphenazine,P21728,D(1A) dopamine receptor
1367,DB00623,Fluphenazine,P0DP23,Calmodulin
1368,DB00623,Fluphenazine,P10275,Androgen receptor
